798523200,"Foggy in the morning.",798545634,798594398,0.77,0,0,null,0,null,53.7,798544800,74.65,0.69,9.36,5.52,
798609600,"Mostly cloudy throughout the day.",798631951,798680859,0.8,0,0,null,0,null,44,798634800,59.99,0.46,8.61,9.14,
798696000,"Light rain in the morning.",798718269,798767321,0.84,0.0063,0.1,798706800,1,"rain",45.18,798717600,57.71,0.68,4.35,8.8,
798782400,"Mostly cloudy throughout the day.",798804587,798853782,0.87,0,0,null,0,null,46.24,798804000,65.85,0.46,3.54,9.06,
798868800,"Partly cloudy until evening.",798890907,798940244,0.9,0,0,null,0,null,45.99,798890400,66.2,0.48,9.31,9.08,
798955200,"Mostly cloudy starting in the afternoon.",798977228,799026705,0.94,0,0,null,0,null,46.51,798976800,76.88,0.54,10.8,9.06,
799041600,"Light rain in the morning.",799063550,799113167,0.97,0.0017,0.02,799059600,1,"rain",55.51,799124400,68,0.55,8.71,7.94,
799128000,"Partly cloudy throughout the day.",799149873,799199628,0,0,0,null,0,null,44.58,799149600,68.88,0.47,6.44,9.15,
799214400,"Rain starting in the afternoon.",799236197,799286090,0.03,0.0242,0.14,799275600,1,"rain",48.44,799286400,56.01,0.78,8.71,6.25,
799300800,"Mostly cloudy throughout the day.",799322523,799372551,0.06,0.0008,0.01,799304400,1,"rain",46.62,799322400,58.99,0.75,4.02,7.79,
799387200,"Rain until afternoon.",799408850,799459012,0.09,0.0154,0.1,799426800,1,"rain",45.62,799437600,51.15,0.87,6.92,7.1,
,,,,,,,,,,,,,,,,
799560000,"Light rain overnight.",799581507,799631934,0.15,0,0,null,0,null,47.96,799578000,69.97,0.57,4.93,8.71,
799646400,"Light rain in the morning.",799667837,799718395,0.18,0.0029,0.02,799671600,1,"rain",53.73,799668000,66.63,0.7,5.61,6.75,
799732800,"Windy starting in the afternoon, continuing until evening.",799754169,799804856,0.21,0,0,null,0,null,51.9,799747200,69.29,0.48,12.03,9.19,
799819200,"Windy overnight.",799840502,799891316,0.25,0,0,null,0,null,45.44,799837200,70.14,0.39,10.93,9.16,
799905600,"Partly cloudy starting in the afternoon.",799926836,799977776,0.28,0,0,null,0,null,44.35,799927200,67.74,0.3,12.16,9.21,
799992000,"Rain overnight.",800013172,800064236,0.31,0,0,null,0,null,45.58,800013600,70.86,0.43,1.38,8.95,
800078400,"Rain in the morning.",800099509,800150696,0.35,0.0243,0.18,800085600,1,"rain",51.14,800150400,58.98,0.94,6.79,4.07,
800164800,"Foggy in the morning.",800185848,800237155,0.38,0.0004,0.01,800168400,1,"rain",52.51,800186400,69.07,0.88,4.48,3.71,
800251200,"Foggy in the morning.",800272188,800323614,0.42,0,0,null,0,null,55.92,800262000,66.81,0.78,3.86,5.55,
800337600,"Mostly cloudy throughout the day.",800358530,800410073,0.45,0,0,null,0,null,54.24,800359200,74.61,0.65,2.35,8.51,
800424000,"Rain starting in the afternoon.",800444873,800496531,0.49,0.005,0.04,800488800,1,"rain",51.31,800445600,61.53,0.81,7.37,7.18,
800510400,"Foggy in the morning.",800531218,800582989,0.53,0.005,0.07,800514000,1,"rain",54.53,800514000,74.67,0.7,7.45,6.66,
800596800,"Mostly cloudy starting in the afternoon.",800617564,800669446,0.57,0,0,null,0,null,49.17,800618400,77.68,0.48,7.4,9.1,
800683200,"Light rain in the afternoon.",800703912,800755902,0.61,0.005,0.04,800726400,1,"rain",59.83,800704800,72.51,0.81,9.56,6.26,
800769600,"Mostly cloudy throughout the day.",800790261,800842358,0.64,0.0017,0.03,800827200,1,"rain",66.31,800791200,78.5,0.86,7.1,5.09,
800856000,"Light rain in the morning.",800876612,800928814,0.68,0.0113,0.07,800866800,1,"rain",52.96,800938800,67.15,0.85,5.87,6.78,
800942400,"Partly cloudy starting in the afternoon.",800962965,801015269,0.72,0,0,null,0,null,48.93,800964000,77.79,0.6,6.61,9.17,
801028800,"Partly cloudy throughout the day.",801049319,801101723,0.75,0,0,null,0,null,54.77,801050400,80.14,0.58,8.48,9.09,
801115200,"Partly cloudy starting in the afternoon.",801135675,801188176,0.79,0,0,null,0,null,56.15,801136800,75.67,0.51,6.56,9.38,
801201600,"Partly cloudy throughout the day.",801222033,801274629,0.82,0,0,null,0,null,51.9,801223200,78.48,0.54,5.67,9.15,
801288000,"Mostly cloudy throughout the day.",801308393,801361081,0.85,0,0,null,0,null,62.21,801309600,85.26,0.56,11.3,9.03,
801374400,"Heavy rain in the evening.",801394754,801447532,0.89,0.0196,0.38,801453600,1,"rain",59.82,801457200,79.51,0.79,3.87,7.23,
,,,,,,,,,,,,,,,,
801547200,"Foggy in the morning.",801567482,801620431,0.95,0,0,null,0,null,53.94,801565200,76.2,0.72,3.22,6.99,
801633600,"Rain in the evening.",801653848,801706879,0.98,0.0063,0.11,801705600,1,"rain",54.23,801655200,67.55,0.71,7.58,8.24,
801720000,"Mostly cloudy throughout the day.",801740217,801793326,0.01,0,0,null,0,null,59.33,801720000,80.59,0.83,10.5,6.85,
801806400,"Mostly cloudy until evening.",801826587,801879772,0.04,0,0,null,0,null,60.86,801889200,72.15,0.7,9.04,9.08,
801892800,"Partly cloudy starting in the afternoon, continuing until evening.",801912959,801966217,0.07,0,0,null,0,null,56.99,801910800,83.86,0.58,5.65,9.16,
801979200,"Mostly cloudy throughout the day.",801999333,802052661,0.1,0,0,null,0,null,58.16,802000800,83.06,0.62,6.81,8.96,
802065600,"Overcast throughout the day.",802085709,802139104,0.13,0,0,null,0,null,65.79,802087200,83.45,0.76,6.82,6.94,
802152000,"Mostly cloudy throughout the day.",802172087,802225545,0.16,0.0042,0.08,802152000,1,"rain",68.14,802231200,81.52,0.82,6.4,7.23,
802238400,"Partly cloudy until evening.",802258466,802311985,0.19,0,0,null,0,null,64.33,802260000,81.15,0.75,3.91,8.46,
802324800,"Foggy in the morning.",802344847,802398424,0.23,0,0,null,0,null,59.23,802346400,81.98,0.7,4.96,6.96,
802411200,"Mostly cloudy throughout the day.",802431231,802484861,0.26,0,0,null,0,null,57.66,802432800,77.36,0.8,4.87,8.08,
802497600,"Mostly cloudy throughout the day.",802517616,802571298,0.3,0,0,null,0,null,68.73,802519200,87.9,0.72,6.27,6.67,
802584000,"Mostly cloudy throughout the day.",802604003,802657732,0.33,0,0,null,0,null,69.35,802605600,86.5,0.66,7.21,7.21,
802670400,"Mostly cloudy throughout the day.",802690392,802744165,0.37,0,0,null,0,null,60.17,802692000,78.99,0.66,3.23,9.07,
802756800,"Overcast throughout the day.",802776783,802830597,0.41,0,0,null,0,null,65.23,802785600,70.33,0.72,6.49,9.01,
802843200,"Mostly cloudy throughout the day.",802863176,802917027,0.44,0.0004,0.01,802926000,1,"rain",64.04,802846800,86.47,0.75,5.18,7.66,
802929600,"Overcast throughout the day.",802949570,803003456,0.48,0.0092,0.09,802994400,1,"rain",59.99,803005200,76.07,0.89,4.63,6.92,
803016000,"Mostly cloudy throughout the day.",803035967,803089883,0.52,0,0,null,0,null,59.82,803041200,72.01,0.78,6.22,8.57,
803102400,"Mostly cloudy throughout the day.",803122365,803176308,0.56,0,0,null,0,null,60.82,803124000,76.85,0.73,1.11,7.75,
803188800,"Partly cloudy starting in the afternoon, continuing until evening.",803208765,803262732,0.6,0,0,null,0,null,57.52,803210400,79.68,0.53,6.15,9.04,
803275200,"Partly cloudy starting in the afternoon, continuing until evening.",803295167,803349154,0.63,0,0,null,0,null,56.66,803296800,82.41,0.55,6.53,9.05,
803361600,"Partly cloudy starting in the afternoon, continuing until evening.",803381571,803435574,0.67,0,0,null,0,null,59.61,803383200,84.9,0.52,7.47,9.18,
,,,,,,,,,,,,,,,,
803534400,"Partly cloudy in the morning.",803554385,803608410,0.74,0,0,null,0,null,67.1,803556000,92.01,0.58,9.23,7.13,
803620800,"Mostly cloudy throughout the day.",803640794,803694825,0.77,0,0,null,0,null,72.47,803642400,93.61,0.59,8.21,7,
803707200,"Mostly cloudy throughout the day.",803727205,803781238,0.8,0,0,null,0,null,65.27,803782800,81.48,0.72,10.19,7.13,
803793600,"Overcast throughout the day.",803813618,803867649,0.84,0,0,null,0,null,64.04,803811600,76.06,0.86,9.65,5.37,
803880000,"Light rain until afternoon.",803900033,803954059,0.87,0.0039,0.03,803955600,1,"rain",65.2,803952000,70.49,0.82,11.45,6.8,
803966400,"Overcast throughout the day.",803986449,804040467,0.9,0.0004,0.01,803966400,1,"rain",66.15,803988000,76.9,0.87,7.93,6.93,
804052800,"Mostly cloudy throughout the day.",804072868,804126872,0.93,0,0,null,0,null,69.9,804074400,86.96,0.79,1.77,6.45,
804139200,"Rain in the evening.",804159287,804213276,0.96,0.0043,0.09,804200400,1,"rain",71.55,804146400,86.59,0.85,6.35,4.92,
804225600,"Breezy overnight.",804245709,804299678,0.98,0,0,null,0,null,61.86,804308400,72.1,0.91,13.73,5.62,
804312000,"Breezy in the morning.",804332132,804386078,0.02,0,0,null,0,null,59.59,804333600,77,0.68,10.64,8.8,
804398400,"Mostly cloudy throughout the day.",804418557,804472477,0.05,0,0,null,0,null,56.61,804405600,81.98,0.7,3.7,8.45,
804484800,"Mostly cloudy throughout the day.",804504983,804558873,0.08,0,0,null,0,null,63.24,804502800,83.74,0.75,5.68,7.75,
804571200,"Rain in the evening.",804591410,804645267,0.11,0.0113,0.19,804636000,1,"rain",69.03,804592800,84.85,0.8,6.58,7.17,
804657600,"Mostly cloudy throughout the day.",804677840,804731659,0.15,0,0,null,0,null,69.25,804740400,81.14,0.7,6.85,7.05,
804744000,"Partly cloudy throughout the day.",804764270,804818050,0.18,0,0,null,0,null,59.61,804765600,79.23,0.58,4.23,9.1,
804830400,"Mostly cloudy throughout the day.",804850702,804904438,0.21,0,0,null,0,null,60.7,804852000,83.86,0.75,5.83,6.27,
804916800,"Mostly cloudy throughout the day.",804937136,804990825,0.25,0,0,null,0,null,68.95,804927600,87.85,0.72,5.18,6.51,
805003200,"Mostly cloudy throughout the day.",805023571,805077210,0.28,0,0,null,0,null,71.55,805024800,87.77,0.77,7.36,6.31,
805089600,"Light rain until afternoon.",805110007,805163592,0.32,0.0021,0.03,805132800,1,"rain",68.27,805111200,77.57,0.89,4.21,6.02,
805176000,"Foggy in the morning.",805196444,805249973,0.36,0,0,null,0,null,67.41,805258800,83.86,0.7,7.59,5.89,
805262400,"Mostly cloudy throughout the day.",805282883,805336352,0.4,0,0,null,0,null,59.32,805284000,71.04,0.67,7.15,8.91,
805348800,"Heavy rain overnight.",805369323,805422729,0.43,0,0,null,0,null,62.65,805356000,84.61,0.66,7.07,8.45,
,,,,,,,,,,,,,,,,
805521600,"Partly cloudy throughout the day.",805542206,805595477,0.52,0,0,null,0,null,67.12,805543200,88.67,0.65,3.39,5.77,
805608000,"Partly cloudy starting in the afternoon.",805628649,805681848,0.55,0,0,null,0,null,70.85,805629600,91.72,0.69,8.59,4.79,
805694400,"Partly cloudy until evening.",805715093,805768217,0.58,0,0,null,0,null,75.32,805716000,97.03,0.64,7.79,5.1,
805780800,"Partly cloudy until evening.",805801539,805854585,0.62,0,0,null,0,null,79.7,805802400,101.48,0.68,7.19,3.75,
805867200,"Rain and breezy in the morning.",805887985,805940950,0.65,0.0058,0.07,805888800,1,"rain",73.88,805892400,87.27,0.73,2.17,7.71,
805953600,"Heavy rain overnight.",805974432,806027314,0.69,0.0008,0.02,806036400,1,"rain",72.24,805975200,91.47,0.76,4.23,5.99,
806040000,"Foggy in the morning.",806060880,806113676,0.72,0.0408,0.48,806047200,1,"rain",61.24,806047200,89.74,0.76,4.4,4.72,
806126400,"Partly cloudy starting in the afternoon.",806147328,806200036,0.75,0,0,null,0,null,71.72,806144400,86.86,0.55,8.97,9.16,
806212800,"Partly cloudy throughout the day.",806233778,806286395,0.78,0,0,null,0,null,67.08,806234400,88.86,0.62,5.96,7.95,
806299200,"Light rain in the morning.",806320228,806372752,0.82,0.0038,0.05,806320800,1,"rain",71.73,806324400,85.29,0.77,2.19,5.71,
806385600,"Mostly cloudy throughout the day.",806406679,806459107,0.85,0,0,null,0,null,72.51,806403600,87.96,0.8,4.97,4.78,
806472000,"Foggy in the morning.",806493131,806545460,0.88,0.0096,0.23,806526000,1,"rain",75.05,806493600,89.72,0.79,4.17,4.3,
806558400,"Mostly cloudy throughout the day.",806579583,806631811,0.91,0,0,null,0,null,73.25,806580000,90.1,0.68,5,7.51,
806644800,"Partly cloudy throughout the day.",806666036,806718161,0.94,0,0,null,0,null,75.05,806666400,92.05,0.72,6.52,5.98,
806731200,"Mostly cloudy throughout the day.",806752489,806804509,0.96,0.0021,0.04,806742000,1,"rain",78.8,806756400,90.52,0.75,9.07,5.48,
806817600,"Heavy rain overnight.",806838943,806890856,0.99,0,0,null,0,null,76.24,806839200,93.03,0.69,8,5.83,
806904000,"Mostly cloudy throughout the day.",806925398,806977201,0.03,0.0179,0.39,806911200,1,"rain",74.41,806925600,90.52,0.75,9.41,6.76,
806990400,"Partly cloudy throughout the day.",807011852,807063544,0.06,0.0025,0.06,807051600,1,"rain",79.77,807012000,92.3,0.73,9.47,8.12,
807076800,"Partly cloudy in the morning.",807098308,807149886,0.1,0,0,null,0,null,75.4,807098400,90.14,0.56,7.07,8.44,
